id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,last_review_ts
4802299,24740606,2,14,40.76457,-73.91205,0,150,2,2,0.04,1,0,1432425600000000000
4802374,12968821,0,7,40.77613,-73.9462,0,119,10,12,0.22,1,0,1468972800000000000
4802648,13026391,0,9,40.75456,-73.96626,0,165,2,11,0.21,1,0,1461456000000000000
4803244,24744819,1,1,40.68549,-73.94951,1,50,1,0,0.0,1,0,1301270400000000000
4803623,24747103,0,5,40.7646,-73.98799,0,225,1,0,0.0,1,0,1301270400000000000
4803750,932245,0,2,40.82775,-73.94313,0,80,2,22,0.48,1,87,1558915200000000000
4804228,24750076,0,4,40.79331,-73.97537,0,149,4,15,0.3,1,0,1556323200000000000
4807244,24761711,1,54,40.64865,-73.97947,0,195,2,186,3.55,2,230,1561852800000000000
4807492,1870841,1,34,40.67995,-73.97021,0,130,3,5,0.11,1,0,1525737600000000000
4807899,3422859,0,2,40.80434,-73.95476,0,95,3,9,0.16,1,0,1468627200000000000
4808065,23982388,0,9,40.75244,-73.96619,0,125,30,5,0.1,5,331,1492214400000000000
4808239,23982388,0,9,40.75248,-73.96695,0,95,30,3,0.06,5,318,1458000000000000000
4808505,24765924,2,49,40.76313,-73.88368,1,50,1,55,1.21,1,332,1562457600000000000
4808745,23982388,0,9,40.75427,-73.96689,0,85,30,2,0.05,5,83,1557273600000000000
4809056,5715779,1,3,40.70468,-73.92863,2,95,1,0,0.0,1,0,1301270400000000000
4809337,24770709,1,8,40.67033,-73.95262,1,50,1,0,0.0,1,0,1301270400000000000
4809346,24766218,1,19,40.68917,-73.96545,1,80,14,2,0.04,1,335,1439683200000000000
4813140,22643930,1,3,40.69711,-73.93373,0,320,3,125,3.42,1,269,1561248000000000000
4813236,24789838,1,3,40.68876,-73.90824,1,37,17,0,0.0,2,0,1301270400000000000
4813259,4312196,1,8,40.6794,-73.9616,1,90,4,1,0.02,1,0,1436313600000000000
4813342,23982388,0,5,40.76497,-73.98854,0,95,30,4,0.11,5,337,1528675200000000000
4813781,24792241,0,4,40.7915,-73.96697,1,85,3,6,0.15,1,193,1559260800000000000
4813832,13486673,1,34,40.67904,-73.97289,1,79,13,8,0.19,3,24,1552435200000000000
4814075,24793480,0,6,40.72771,-73.98549,1,100,7,0,0.0,1,0,1301270400000000000
4814810,24796602,1,8,40.67234,-73.92721,1,54,2,50,2.26,4,302,1559692800000000000
4815028,24797535,0,4,40.80123,-73.96248,0,129,10,29,0.54,1,0,1562025600000000000
4815848,3211,2,20,40.76308,-73.92843,1,90,4,21,0.41,1,89,1538784000000000000
4815886,7351,1,39,40.66442,-73.99047,0,254,2,8,0.23,3,365,1560643200000000000
4817139,21671443,0,5,40.76557,-73.98745,0,159,2,16,0.31,1,0,1482278400000000000
4817208,3514707,0,10,40.7945,-73.94298,0,90,5,2,0.04,1,0,1443225600000000000
4820897,177846,1,24,40.68864,-73.97669,1,85,5,47,0.85,2,9,1557100800000000000
4821218,24827152,1,1,40.68383,-73.95298,1,45,3,5,0.09,1,0,1452038400000000000
4821331,24827643,1,65,40.68617,-73.99632,0,275,10,1,0.03,1,1,1462492800000000000
4821605,24828814,1,3,40.70295,-73.91354,1,38,1,1,0.03,1,0,1459555200000000000
4821786,1543006,1,1,40.68675,-73.93749,0,100,2,3,0.06,1,0,1442534400000000000
4822057,19660044,1,0,40.70816,-73.94244,1,103,1,7,0.13,1,0,1464652800000000000
4822181,23772724,0,7,40.77427,-73.95325,0,99,30,8,0.28,15,270,1555977600000000000
4822324,24832100,0,7,40.76172,-73.96074,0,185,3,7,0.13,1,0,1469318400000000000
4822557,24832418,1,1,40.69253,-73.94681,1,90,1,0,0.0,1,0,1301270400000000000
4822822,11708118,0,17,40.70373,-74.00827,1,86,4,2,0.06,1,0,1472428800000000000
4823105,24835471,0,15,40.84359,-73.94134,1,40,3,23,0.43,1,70,1561766400000000000
4823386,16514175,2,43,40.74632,-73.88681,0,165,2,58,2.1,5,163,1560470400000000000
4823529,6677425,0,4,40.79584,-73.96381,2,35,2,134,2.48,2,66,1558569600000000000
4823682,2921076,1,1,40.68235,-73.94634,0,2000,7,3,0.05,1,0,1451433600000000000
4823910,10503302,0,4,40.79228,-73.97414,0,117,14,0,0.0,1,15,1301270400000000000
4823959,24633966,1,52,40.64469,-73.97086,1,50,14,0,0.0,1,0,1301270400000000000
4824052,24839116,1,39,40.66437,-73.9823,0,175,3,14,0.25,1,0,1500681600000000000
4824146,24840863,1,3,40.70092,-73.92945,0,95,1,1,0.02,1,0,1420329600000000000
4824211,24841295,0,6,40.72503,-73.97696,1,70,2,5,0.14,1,0,1496880000000000000
4824310,7402258,1,0,40.7091,-73.94279,0,100,3,18,0.33,1,3,1559088000000000000
4824361,1445060,1,0,40.70777,-73.94816,1,150,4,3,0.21,1,362,1541721600000000000
4824521,24842701,0,7,40.77493,-73.95874,0,169,3,130,2.36,1,274,1561939200000000000
4824808,24844547,1,8,40.66934,-73.94976,1,50,1,0,0.0,1,0,1301270400000000000
4824847,20934972,0,26,40.74246,-73.9767,1,99,1,5,0.11,1,0,1446508800000000000
4824849,24844621,0,9,40.76609,-73.98038,0,200,1,0,0.0,1,0,1301270400000000000
4825359,3800548,1,11,40.73176,-73.95371,1,70,4,6,0.11,1,0,1483228800000000000
4828336,7552191,1,1,40.68515,-73.91981,0,130,14,33,0.72,1,105,1561852800000000000
4829068,17883343,0,25,40.74768,-73.97562,1,125,1,0,0.0,1,0,1301270400000000000
4829088,854458,0,29,40.72812,-73.99983,0,180,2,11,0.22,1,0,1495411200000000000
4829779,1631807,1,19,40.6868,-73.96517,1,80,5,1,0.03,1,0,1467849600000000000
4830154,24865745,2,86,40.68337,-73.8431,1,45,1,0,0.0,1,0,1301270400000000000
4830158,21191214,1,19,40.68348,-73.96394,0,99,5,0,0.0,1,0,1301270400000000000
4830494,2489199,0,2,40.82376,-73.94492,0,99,25,16,0.3,1,157,1561939200000000000
4830799,3677131,1,72,40.67627,-74.00625,1,99,1,58,1.15,1,88,1560470400000000000
4831603,24872048,0,13,40.72229,-73.98913,0,225,1,0,0.0,1,0,1301270400000000000
4831703,24614110,2,14,40.76042,-73.92073,0,150,1,3,0.06,1,0,1431648000000000000
4831795,323771,0,40,40.72351,-73.99627,0,100,3,0,0.0,1,13,1301270400000000000
4832126,6707311,1,0,40.71895,-73.95604,1,73,2,39,0.71,1,260,1560384000000000000
4833294,24878584,0,6,40.72999,-73.98764,1,180,1,0,0.0,1,0,1301270400000000000
4833671,20038668,0,2,40.82899,-73.95024,1,80,1,9,0.19,1,364,1561852800000000000
4836986,24895956,0,10,40.78712,-73.95365,1,80,1,39,0.91,1,189,1497571200000000000
4837865,19636200,0,4,40.77692,-73.97977,1,85,1,34,0.71,1,8,1562025600000000000
4837935,24899760,0,107,40.72912,-73.97624,0,175,4,0,0.0,1,0,1301270400000000000
4838260,20357771,1,0,40.71114,-73.94438,1,100,1,1,0.02,1,0,1431993600000000000
4838271,1304390,1,3,40.70037,-73.92821,1,85,4,2,0.07,1,364,1530489600000000000
4838540,10600973,0,10,40.79113,-73.94792,1,65,5,7,0.22,1,80,1526256000000000000
4839016,24903878,0,17,40.70465,-74.00773,1,150,1,1,0.02,1,0,1420070400000000000
4839323,988069,1,0,40.71983,-73.96465,0,249,30,0,0.0,1,0,1301270400000000000
4839357,854567,1,3,40.68843,-73.91577,1,40,1,0,0.0,2,0,1301270400000000000
4839805,6430105,0,4,40.77773,-73.97764,1,200,1,1,0.02,1,0,1434931200000000000
4839932,24907501,2,14,40.76974,-73.91819,0,124,14,8,0.15,1,0,1546473600000000000
4840211,24821875,0,5,40.76451,-73.9882,1,200,1,0,0.0,1,0,1301270400000000000
4840381,12730517,0,4,40.80107,-73.96065,0,50,1,1,0.02,1,0,1458086400000000000
4840794,24833732,0,61,40.71763,-73.99753,0,160,2,6,0.12,1,0,1492387200000000000
4840841,4244200,0,13,40.71942,-73.98605,0,200,2,0,0.0,1,0,1301270400000000000
4840977,24913141,0,13,40.7182,-73.99326,0,300,6,0,0.0,1,0,1301270400000000000
4841187,14923355,0,12,40.74583,-74.00405,0,200,3,7,0.13,1,0,1499817600000000000
4841431,24915465,1,21,40.66244,-73.95813,0,139,1,44,0.8,1,0,1462665600000000000
4841843,15615036,1,3,40.69091,-73.91402,1,49,4,19,0.35,2,0,1542240000000000000
4842054,24918898,1,0,40.70765,-73.95116,1,55,4,13,0.24,2,0,1465862400000000000
4842112,7065271,0,6,40.72551,-73.98542,0,260,10,4,0.08,1,31,1535673600000000000
4842507,6954001,0,12,40.74372,-73.99682,1,150,1,0,0.0,1,0,1301270400000000000
4845237,12485770,0,6,40.72829,-73.98072,0,110,30,8,0.18,9,280,1534204800000000000
4846199,5545129,1,50,40.68896,-73.98961,0,110,5,2,0.04,1,0,1444608000000000000
4846449,6486116,0,10,40.78804,-73.94906,1,81,1,142,2.81,4,223,1559347200000000000
4846754,6885157,1,1,40.68266,-73.95032,0,60,1,23,1.99,15,83,1562284800000000000
4846877,6706914,1,8,40.67278,-73.95688,1,65,1,1,0.02,2,0,1420329600000000000
4847312,24941494,1,19,40.68924,-73.96453,1,175,3,0,0.0,1,83,1301270400000000000
4847624,22930715,1,55,40.69191,-73.99331,0,130,2,1,0.02,1,0,1420243200000000000
4847648,157051,1,0,40.71411,-73.9495,0,240,2,9,0.2,1,0,1514419200000000000
4848500,6902571,1,1,40.68886,-73.95212,0,130,2,6,0.29,1,0,1524528000000000000
4848528,1475015,0,5,40.76719,-73.98533,0,97,30,6,0.12,52,365,1502236800000000000
4849266,24950473,1,53,40.58414,-73.95489,1,50,2,0,0.0,1,0,1301270400000000000
4849703,21209568,1,3,40.70516,-73.91946,0,88,7,2,0.04,1,0,1443312000000000000
4849864,2464823,2,14,40.7643,-73.92637,0,112,7,5,0.1,1,0,1475539200000000000
4850000,22219331,1,3,40.70141,-73.91782,1,65,1,0,0.0,1,0,1301270400000000000
4853011,24967136,1,1,40.6804,-73.93183,0,105,7,53,1.12,2,77,1540684800000000000
4853287,23621417,1,0,40.70969,-73.94925,0,120,1,0,0.0,1,0,1301270400000000000
4853365,414477,1,8,40.6776,-73.94918,0,70,2,15,0.27,1,18,1553385600000000000
4853437,24880134,1,34,40.67935,-73.96912,1,75,3,1,0.1,3,0,1536969600000000000
4853647,6162041,2,86,40.68559,-73.8496,0,99,2,129,2.33,1,344,1561852800000000000
4853870,11064999,1,55,40.69454,-73.99547,0,275,5,0,0.0,1,0,1301270400000000000
4854552,24973819,0,107,40.73001,-73.97579,1,600,1,0,0.0,1,0,1301270400000000000
4855004,12220,0,4,40.77904,-73.98899,1,90,1,24,0.46,3,341,1558137600000000000
4855612,24448659,1,63,40.62971,-73.95069,0,60,3,1,0.02,1,0,1420156800000000000
4855835,2306320,1,8,40.6785,-73.96041,0,125,1,7,0.2,1,0,1477785600000000000
4856857,14747290,1,3,40.70583,-73.91658,1,65,10,4,0.27,1,349,1531440000000000000
4857075,4306959,1,3,40.69986,-73.9298,0,159,3,30,0.54,1,0,1514764800000000000
4857619,19263941,0,35,40.80442,-73.96338,0,145,5,3,0.06,1,0,1451692800000000000
4859716,3449749,0,7,40.76203,-73.96183,1,130,1,0,0.0,1,0,1301270400000000000
4859903,15398647,0,4,40.7838,-73.97266,0,255,2,47,0.92,1,352,1559952000000000000
4860430,25002053,0,4,40.78866,-73.96908,1,90,2,157,2.95,1,85,1561248000000000000
4860650,25001808,1,39,40.66003,-73.98567,0,150,3,73,1.34,1,120,1560816000000000000
4860876,2503221,1,0,40.72104,-73.96034,0,295,2,75,1.5,1,339,1560729600000000000
4861046,7355953,2,14,40.75741,-73.92509,0,125,1,0,0.0,1,0,1301270400000000000
4863176,25015010,0,41,40.86648,-73.92754,0,75,1,5,0.11,1,31,1472688000000000000
4863419,25017014,1,1,40.68662,-73.9479,0,188,2,23,3.47,1,75,1562025600000000000
4865377,11457159,0,7,40.78335,-73.94822,0,130,1,2,0.09,1,0,1508889600000000000
4865387,7017213,1,18,40.64919,-73.96129,0,72,1,3,0.07,1,0,1465084800000000000
4865454,5650180,2,43,40.74513,-73.8825,1,45,3,12,0.37,2,201,1556409600000000000
4866426,2346300,1,50,40.68983,-73.99114,1,80,1,168,3.11,1,272,1561852800000000000
4866620,1292274,0,7,40.78343,-73.94764,1,94,1,51,0.93,2,88,1560211200000000000
4866867,1113080,1,30,40.64605,-74.00338,1,70,22,16,0.29,3,173,1559433600000000000
4866875,87473,1,11,40.72996,-73.95302,0,150,6,1,0.16,1,0,1546473600000000000
4867016,1968327,1,1,40.69268,-73.95575,1,70,2,6,0.12,1,365,1558310400000000000
4867504,10387090,1,1,40.6815,-73.91267,1,42,30,3,0.05,5,348,1451692800000000000
4867749,4952537,0,29,40.72904,-74.00116,0,225,3,0,0.0,1,0,1301270400000000000
4867876,25037051,1,8,40.67006,-73.9553,1,70,1,10,0.18,2,0,1483315200000000000
4868048,15442902,1,50,40.6832,-73.98109,1,60,1,0,0.0,1,0,1301270400000000000
4868150,3336995,0,5,40.76736,-73.98383,0,180,2,8,0.15,1,10,1506211200000000000
4868571,25043292,0,40,40.72011,-73.99465,0,150,3,2,0.08,2,0,1546387200000000000
4869988,1509237,0,10,40.7951,-73.94716,1,105,2,88,2.03,2,266,1558915200000000000
4870239,25052740,1,1,40.69627,-73.94371,0,100,5,9,0.17,3,262,1543017600000000000
4871966,3896287,1,0,40.71396,-73.94021,0,225,4,9,0.16,1,0,1468800000000000000
4873207,12708335,1,8,40.66948,-73.95157,0,125,15,0,0.0,1,0,1301270400000000000
4873690,4712698,2,20,40.74282,-73.94994,1,82,2,116,2.1,1,58,1558742400000000000
4873699,22840947,0,31,40.71633,-73.99133,0,140,1,0,0.0,1,0,1301270400000000000
4874334,25073318,1,24,40.69203,-73.97088,0,250,4,0,0.0,1,0,1301270400000000000
4874519,6439895,1,3,40.70253,-73.91889,1,69,4,0,0.0,1,0,1301270400000000000
4874735,516877,0,5,40.76332,-73.9863,0,275,2,0,0.0,1,0,1301270400000000000
4877884,25093848,1,1,40.68175,-73.9153,0,145,3,209,3.79,1,219,1560816000000000000
4879530,25102191,0,10,40.80732,-73.93972,0,125,7,0,0.0,1,0,1301270400000000000
4879911,1473630,1,42,40.68234,-73.98168,1,100,1,2,0.04,1,0,1429920000000000000
4880277,18254644,0,13,40.71951,-73.98449,0,100,5,131,2.4,1,108,1546300800000000000
4880542,66276,1,0,40.7077,-73.94785,0,190,6,8,0.16,1,5,1546387200000000000
4880811,3568184,0,33,40.72219,-73.99742,0,200,1,49,0.94,1,0,1469750400000000000
4880985,25110559,0,4,40.77669,-73.97696,0,125,31,1,0.02,1,41,1427846400000000000
4881017,23439479,0,41,40.86494,-73.92672,0,300,4,3,0.06,2,316,1538956800000000000
4881420,25112856,0,16,40.73933,-74.00313,0,159,4,40,0.83,1,267,1561334400000000000
4884601,12417880,0,4,40.79527,-73.96486,0,225,2,0,0.0,1,0,1301270400000000000
4885240,210602,0,12,40.73932,-73.99032,0,300,1,0,0.0,1,0,1301270400000000000
4885569,17056215,0,29,40.73055,-74.0007,0,180,2,28,0.58,1,0,1546214400000000000
4885595,25134822,2,14,40.77029,-73.92493,0,99,1,38,0.74,2,263,1561680000000000000
4885673,24943630,0,29,40.73222,-73.9969,1,120,4,19,0.35,1,339,1562284800000000000
4885975,21817218,0,9,40.75163,-73.9722,1,90,7,27,0.5,1,35,1533772800000000000
4886678,2470606,1,11,40.72418,-73.94757,1,59,1,2,0.04,1,0,1433203200000000000
4887250,1705071,2,20,40.74741,-73.94712,1,95,1,141,2.77,2,331,1561334400000000000
4887473,24982697,1,30,40.64132,-74.01767,1,65,30,11,0.2,2,312,1555027200000000000
4887638,25145883,2,32,40.74461,-73.91514,1,40,2,2,2.0,1,5,1561766400000000000
4887727,3339901,0,40,40.72285,-73.99409,0,250,4,7,0.14,1,0,1445385600000000000
4889948,17928071,1,0,40.71009,-73.9575,1,85,3,23,0.42,2,280,1554076800000000000
4890335,7920086,0,10,40.78615,-73.94295,1,71,30,19,0.35,3,0,1540684800000000000
4891172,14813211,0,2,40.81964,-73.9468,0,109,4,0,0.0,1,0,1301270400000000000
4891441,3417940,1,42,40.67308,-73.99333,0,262,2,166,3.06,1,0,1506643200000000000
4891477,6438118,1,0,40.71279,-73.9641,1,55,3,0,0.0,1,0,1301270400000000000
4891616,25168328,0,2,40.82389,-73.94033,0,70,1,1,0.02,1,0,1454284800000000000
4891701,25168888,0,2,40.82191,-73.95736,0,109,14,3,0.05,3,0,1420243200000000000
4892675,25175433,2,28,40.69958,-73.90825,1,40,3,0,0.0,1,0,1301270400000000000
4896937,9845403,2,20,40.75358,-73.92336,1,70,1,0,0.0,1,0,1301270400000000000
4897673,14035846,2,32,40.74383,-73.92077,1,50,15,2,0.17,1,341,1534032000000000000
4900034,14289427,0,31,40.71579,-73.99253,1,120,5,8,0.15,3,318,1542758400000000000
4901020,10450922,0,2,40.8076,-73.95274,1,80,50,0,0.0,1,0,1301270400000000000
4901269,6285979,1,55,40.6945,-73.99543,0,200,3,6,0.11,1,0,1478736000000000000
4901424,25230336,1,19,40.68382,-73.96292,0,300,3,0,0.0,1,0,1301270400000000000
4901617,16460889,0,29,40.72969,-73.9995,0,175,1,4,0.08,1,0,1451779200000000000
4902025,5564276,1,1,40.68998,-73.95646,1,75,1,0,0.0,1,0,1301270400000000000
4902143,557918,2,32,40.74628,-73.9196,0,119,6,15,0.46,1,1,1552089600000000000
4902497,25237492,0,7,40.76067,-73.9602,0,165,30,11,0.21,34,274,1522454400000000000
4904582,25249481,3,128,40.85062,-73.90251,1,40,14,5,0.13,1,322,1497657600000000000
4905118,25237492,0,4,40.78286,-73.98339,0,265,30,14,0.26,34,274,1541289600000000000
4905248,25237492,0,4,40.78141,-73.98445,0,130,30,12,0.23,34,292,1555545600000000000
4905337,13772270,1,52,40.6461,-73.97332,0,85,2,3,0.08,1,351,1494374400000000000
4906823,25263341,1,8,40.66412,-73.95591,1,70,15,1,0.02,1,314,1451520000000000000
4906961,551139,1,0,40.70666,-73.96526,0,210,3,31,0.57,1,0,1557705600000000000
4907206,25264954,0,5,40.7583,-73.99001,1,225,1,0,0.0,1,0,1301270400000000000
4907369,25037051,1,8,40.66915,-73.95339,1,46,1,8,0.15,2,333,1503878400000000000
4907749,25268374,1,8,40.6741,-73.94496,1,75,1,0,0.0,1,0,1301270400000000000
4907861,25268900,1,3,40.70083,-73.91679,0,126,3,98,1.95,1,180,1560384000000000000
4908078,25242899,1,30,40.65616,-74.00091,1,88,4,42,0.82,1,261,1561939200000000000
4908331,25266756,0,2,40.80739,-73.95159,0,150,5,14,0.26,1,66,1560988800000000000
4908634,25273326,1,24,40.68528,-73.97528,0,175,1,89,1.77,1,0,1556409600000000000
4908978,23772724,0,5,40.76102,-73.98882,0,380,30,5,0.11,15,332,1492473600000000000
4909080,25276263,1,50,40.6881,-73.98699,0,500,6,29,0.53,1,89,1472774400000000000
4909427,6230230,0,13,40.71806,-73.98493,1,110,20,13,0.25,3,0,1451692800000000000
4909438,24127267,0,6,40.73037,-73.98268,0,175,1,1,0.02,1,0,1420156800000000000
4916150,236659,0,17,40.7082,-74.00139,1,78,1,1,0.02,1,0,1424390400000000000
4916323,4422415,0,7,40.77716,-73.94779,0,250,2,11,0.21,2,358,1556236800000000000
4916340,81335,0,4,40.78334,-73.97452,0,125,1,171,4.63,3,121,1562112000000000000
4917122,4445005,1,0,40.71281,-73.9657,0,200,2,3,0.1,1,16,1535587200000000000
4917217,1780076,1,8,40.6763,-73.95764,1,55,3,0,0.0,2,0,1301270400000000000
4918117,1633246,1,1,40.68679,-73.92327,1,65,2,9,0.17,4,280,1432080000000000000
4920912,22338025,0,12,40.74244,-73.99854,0,175,1,0,0.0,1,0,1301270400000000000
4921548,25237492,0,4,40.7813,-73.98319,0,205,30,20,0.38,34,274,1545868800000000000
4924590,25365628,2,44,40.74468,-73.91102,0,90,1,0,0.0,1,0,1301270400000000000
4925050,23069182,1,24,40.68346,-73.97214,1,100,1,55,4.16,1,342,1561248000000000000
4925368,331579,1,1,40.68744,-73.92322,1,60,3,29,0.6,2,232,1559606400000000000
4925517,22210080,0,5,40.76175,-73.9892,1,99,1,318,5.78,1,0,1561334400000000000
4926610,7537442,0,10,40.80315,-73.94017,1,50,7,25,0.5,1,151,1561680000000000000
4927853,331579,1,1,40.68939,-73.92331,1,50,3,32,0.72,2,329,1561248000000000000
4928303,23533897,1,8,40.67419,-73.95251,1,68,1,91,1.78,7,329,1560729600000000000
4929917,25003560,0,2,40.81405,-73.95285,0,125,1,31,0.57,1,188,1535932800000000000
4930306,25394253,0,12,40.74141,-73.99996,0,175,1,1,0.02,1,0,1424390400000000000
4930683,25399747,1,1,40.68168,-73.9368,0,100,3,91,2.0,1,160,1546300800000000000
4930951,15824660,0,29,40.7282,-74.00165,1,85,2,0,0.0,1,0,1301270400000000000
4931807,25401356,0,10,40.79717,-73.93298,0,125,2,7,0.15,1,0,1452297600000000000
4932075,5037211,1,11,40.72023,-73.9479,1,118,3,1,0.02,2,188,1443484800000000000
4932139,25404246,0,40,40.72139,-73.99688,0,346,198,163,2.96,1,0,1542758400000000000
4932714,25295888,1,1,40.67917,-73.92565,1,52,2,16,0.37,1,0,1506729600000000000
4933043,864735,2,14,40.75782,-73.92128,0,107,30,15,0.29,8,311,1543881600000000000
4936023,8183266,0,9,40.75462,-73.96869,0,99,2,168,3.1,1,46,1560643200000000000
4936254,22087408,0,13,40.71763,-73.98359,0,150,1,17,0.36,3,264,1562457600000000000
4936694,2439175,1,1,40.69147,-73.94113,1,65,4,180,3.37,1,6,1560729600000000000
4937135,25439443,0,2,40.81831,-73.93833,0,85,30,5,0.11,1,7,1501459200000000000
4941141,15297517,0,7,40.78096,-73.9475,0,155,4,9,0.19,1,0,1445904000000000000
4941771,25468442,1,34,40.67273,-73.96361,0,125,2,34,0.64,1,0,1514246400000000000
4942200,519554,0,13,40.72007,-73.98775,1,59,3,36,0.8,5,349,1560816000000000000
4942523,25473311,2,32,40.73835,-73.92636,1,70,7,56,1.18,2,90,1546300800000000000
4942985,25476493,0,2,40.80607,-73.94805,0,115,1,0,0.0,1,0,1301270400000000000
4943742,3834614,0,4,40.79432,-73.97637,1,175,10,0,0.0,1,0,1301270400000000000
4946624,25494876,0,13,40.71959,-73.9919,0,149,2,14,0.28,1,0,1536451200000000000
4947174,25412718,1,8,40.66948,-73.93638,1,50,5,0,0.0,1,0,1301270400000000000
4947515,1556712,1,11,40.73208,-73.95653,0,190,3,32,0.6,1,265,1559606400000000000
4948928,914838,0,5,40.76537,-73.99438,0,80,20,5,0.15,7,346,1484611200000000000
4948953,19965673,1,11,40.72086,-73.94609,1,75,1,0,0.0,1,0,1301270400000000000
4950357,8253604,0,2,40.81561,-73.95264,1,89,1,203,3.89,2,162,1561680000000000000
4950807,25517905,0,4,40.79751,-73.96168,1,123,3,176,3.39,3,253,1561075200000000000
4951402,10795846,0,4,40.78936,-73.97502,1,78,2,171,3.43,2,0,1515888000000000000
4952989,25379501,1,8,40.66585,-73.94993,1,62,1,44,1.26,1,77,1561248000000000000
4956293,7463662,1,39,40.66599,-73.9869,0,120,2,149,2.76,1,0,1528934400000000000
4956469,25537637,2,105,40.7583,-73.77232,0,80,2,123,4.69,1,108,1562284800000000000
4956896,8951256,0,13,40.71316,-73.9916,0,180,3,38,0.81,1,36,1559865600000000000
4957358,90860,1,1,40.68306,-73.93141,0,145,2,222,4.15,4,109,1561507200000000000
4958223,25517905,0,4,40.7962,-73.96156,1,99,1,277,5.44,3,294,1561248000000000000
4961949,1649951,0,13,40.72091,-73.98475,0,300,3,57,1.12,1,168,1561248000000000000
4963215,7245581,0,6,40.72251,-73.97677,0,87,100,5,0.1,19,7,1546387200000000000
4963237,310670,3,150,40.87829,-73.83471,0,155,2,11,0.29,13,348,1558224000000000000
4963511,310670,3,150,40.88017,-73.83484,0,250,1,15,1.08,13,357,1559433600000000000
4965152,14854832,0,33,40.72101,-74.00189,1,130,1,9,0.17,1,0,1481846400000000000
4966559,25602663,2,20,40.75202,-73.93588,2,65,4,1,0.11,2,1,1539648000000000000
4967004,2007148,0,36,40.73721,-73.98887,0,156,3,4,0.08,1,0,1483401600000000000
4967098,25605654,3,146,40.85465,-73.85669,1,50,1,2,0.04,1,0,1424649600000000000
4967114,25605887,0,5,40.7666,-73.98475,0,450,1,0,0.0,1,0,1301270400000000000
4967258,25082897,1,3,40.70516,-73.91609,1,40,1,0,0.0,1,0,1301270400000000000
4968633,248490,1,1,40.68045,-73.93796,0,95,3,51,1.19,2,194,1562025600000000000
4968798,23345098,2,49,40.75703,-73.87667,1,45,7,30,0.56,1,115,1555200000000000000
4968817,2793778,2,57,40.71543,-73.83564,2,60,4,45,0.87,5,0,1555027200000000000
4970846,9271872,0,5,40.76543,-73.99154,1,100,4,117,2.44,2,162,1561680000000000000
4973452,693815,0,31,40.71652,-73.99801,1,75,1,0,0.0,1,0,1301270400000000000
4973520,12342828,0,10,40.79399,-73.94255,1,84,4,99,2.06,2,11,1561680000000000000
4974843,25641892,4,136,40.63182,-74.124,0,70,2,196,3.63,1,231,1561075200000000000
4976848,519554,0,13,40.71904,-73.98962,1,69,2,80,1.49,5,331,1561334400000000000
4976919,373019,1,0,40.71189,-73.94632,1,62,30,3,0.06,1,319,1443484800000000000
4977744,10350245,0,13,40.72076,-73.98925,0,200,1,1,0.02,1,0,1421539200000000000
4977756,25659180,1,8,40.6729,-73.96003,0,100,2,4,0.08,1,0,1461888000000000000
4978214,3737351,1,56,40.64027,-73.91751,1,45,4,33,0.66,1,323,1560211200000000000
4978241,271527,0,2,40.81007,-73.94007,0,170,3,52,1.0,2,316,1561334400000000000
4978607,2316247,0,4,40.78124,-73.98475,0,150,7,10,0.18,1,68,1475884800000000000
4982699,25686141,2,86,40.67924,-73.84771,0,99,3,66,1.29,1,189,1532131200000000000
4982969,2803589,1,21,40.65833,-73.95196,1,45,1,0,0.0,1,0,1301270400000000000
4983264,25688822,0,2,40.79967,-73.95444,1,95,3,70,1.38,1,117,1561852800000000000
4983691,4162067,1,11,40.72811,-73.94925,1,95,4,1,0.02,1,0,1445990400000000000
4984951,23570473,1,8,40.6726,-73.95364,1,79,1,37,0.72,3,339,1558915200000000000
4986843,2628658,1,1,40.68301,-73.93738,0,120,30,2,0.18,2,0,1545350400000000000
4987238,17985595,0,29,40.73189,-73.9947,0,375,14,26,0.59,1,147,1545091200000000000
4987355,23929877,0,10,40.7912,-73.94318,0,120,5,23,1.25,1,151,1560816000000000000
4987370,25711730,1,0,40.7116,-73.96774,2,85,1,0,0.0,1,0,1301270400000000000
4987929,25715117,2,14,40.76357,-73.92829,1,100,5,46,0.91,1,338,1560470400000000000
4988556,12342828,0,10,40.79492,-73.94087,1,84,4,79,2.06,2,8,1561766400000000000
4988687,25720293,0,12,40.74481,-74.00148,0,549,4,17,0.33,3,6,1513728000000000000
4989295,637688,1,34,40.67347,-73.96544,0,230,7,12,0.24,1,5,1545782400000000000
4991235,25271688,1,11,40.7313,-73.95341,1,100,14,1,0.02,1,0,1442793600000000000
4991895,10635169,1,8,40.67067,-73.95693,1,70,1,49,4.45,1,47,1562025600000000000
4993422,25744379,2,14,40.76958,-73.92223,0,72,3,36,0.71,1,10,1561680000000000000
4994058,25747773,0,26,40.74045,-73.98175,1,140,5,2,0.05,1,0,1463788800000000000
4994264,41398078,0,17,40.7076,-74.01367,1,125,3,0,0.0,1,0,1301270400000000000
4994266,24620881,0,9,40.75765,-73.96466,0,135,1,168,3.21,1,287,1561075200000000000
